STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
      15000;2025091101:32;    1;  129.0;    0.0;    0.0;   0;   121.40;2025091102:00;eor
      15000;2025091102:32;    1;  137.0;    0.0;    0.0;   0;   116.04;2025091103:00;eor
      15000;2025091103:32;    1;  137.0;    0.0;    0.0;   0;   108.84;2025091104:00;eor
      15000;2025091104:32;    1;  138.0;    0.0;    0.0;   0;   100.41;2025091105:00;eor
      15000;2025091105:32;    1;  138.0;    1.0;    1.0;   0;    91.26;2025091106:00;eor
      15000;2025091106:32;    1;  135.0;   12.0;   13.0;   0;    81.82;2025091107:00;eor
      15000;2025091107:32;    1;  129.0;   41.0;   52.0;  13;    72.48;2025091108:00;eor
      15000;2025091108:32;    1;  126.0;   62.0;   93.0;  25;    63.69;2025091109:00;eor
      15000;2025091109:32;    1;  122.0;   74.0;  132.0;  32;    55.99;2025091110:00;eor
      15000;2025091110:32;    1;  117.0;   56.0;  164.0;  35;    50.10;2025091111:00;eor
      15000;2025091111:32;    1;  122.0;   86.0;  199.0;  46;    46.86;2025091112:00;eor
      15000;2025091112:32;    1;  125.0;   81.0;  149.0;  29;    46.87;2025091113:00;eor
      15000;2025091113:32;    1;  121.0;   92.0;  200.0;  48;    50.15;2025091114:00;eor
      15000;2025091114:32;    1;  117.0;   54.0;  165.0;  46;    56.06;2025091115:00;eor
      15000;2025091115:32;    1;  121.0;   51.0;  110.0;  35;    63.78;2025091116:00;eor
      15000;2025091116:32;    1;  134.0;   19.0;   20.0;   0;    72.59;2025091117:00;eor
      15000;2025091117:32;    1;  133.0;    7.0;    7.0;   0;    81.95;2025091118:00;eor
      15000;2025091118:32;    1;  129.0;    1.0;    1.0;   0;    91.42;2025091119:00;eor
      15000;2025091119:32;    1;  126.0;    0.0;    0.0;   0;   100.60;2025091120:00;eor
      15000;2025091120:32;    1;  128.0;    0.0;    0.0;   0;   109.07;2025091121:00;eor
      15000;2025091121:32;    1;  131.0;    0.0;    0.0;   0;   116.31;2025091122:00;eor
      15000;2025091122:32;    1;  123.0;    0.0;    0.0;   0;   121.72;2025091123:00;eor
      15000;2025091123:32;    1;  105.0;    0.0;    0.0;   0;   124.65;2025091200:00;eor
